Epoch,Pred_Mean,Pred_Std,Pred_Entropy,Target_Std,Latent_Std
1,16.332207,1.1012082e-06,0.0,8.57919,1.0241481
2,35.77699,2.6973983e-06,0.0,8.57919,1.053832
3,61.27069,3.8146973e-06,0.0,8.57919,1.0865695
4,91.0104,8.698848e-05,-609392.7494275013,8.57919,1.1191921
5,102.29203,1.245875e-05,0.0,8.57919,1.1301891
